Brand;Count
Aprilia;25
BMW;99
Buell;2
CZ;2
Dnepr;4
Ducati;32
Gas Gas;17
Harley-Davidson;103
Honda;138
Husqvarna;32
Indian;8
IZ;6
Jawa;16
K;2
Kawasaki;102
KTM;82
M;1
Minsk;2
Moskva;1
Moto Guzzi;7
Piaggio;2
Suzuki;78
Triumph;29
URAL;6
Voshod;1
Yamaha;129
