Brand;Count
Alfa-Romeo;5
Bentley;0
Cadillac;1
Chevrolet;15
Chrysler;33
Citroen;39
Dodge;8
Fiat;11
Honda;50
Hyundai;47
Infiniti;1
Jaguar;8
Jeep;13
Kia;32
Land-Rover;11
Lexus;15
Mazda;34
Mercedes-Benz;127
Mini;12
Mitsubishi;37
Nissan;43
Opel;132
Peugeot;60
Porsche;4
Renault;60
Rover;0
Saab;14
Seat;26
Skoda;35
Smart;2
Subaru;15
Suzuki;6
Toyota;105
Volkswagen;257
Volvo;188
Электромобили;5
Картинги;0
