Brand;Count
Alfa Romeo;1
Audi;172
BMW;281
Cadillac;1
Chevrolet;13
Chrysler;6
Citroen;39
Dacia;7
Dodge;2
Ducati;1
Fiat;8
Ford;101
Honda;29
Hyundai;36
Infiniti;2
Iveco;5
Jaguar;19
Jeep;20
Kia;29
KTM;1
Lancia;5
Land Rover;33
Lexus;20
Mazda;14
Mercedes;111
Mini;12
Mitsubishi;12
Nissan;42
Opel;154
Peugeot;81
Porsche;7
Renault;64
Seat;20
Skoda;37
Smart;2
SsangYong;2
Subaru;12
Suzuki;3
Tesla;13
Toyota;76
Volkswagen;196
Volvo;287
