Brand;Count
Honda;410
Yamaha;391
Kawasaki;285
Suzuki;234
BMW;233
KTM;206
Harley-Davidson;172
Jawa;80
Husqvarna;65
Иж;57
Triumph;55
Aprilia;43
Ducati;33
Днепр;25
GAS;22
Moto Morini;22
Mash;18
Минск;16
Royal Enfield;14
ČZ;10
Mondial;10
Восход;10
Урал;10
Indian;9
Тула;9
SWM;8
MV Agusta;7
Benelli;5
Victory;5
Motto Guzzi;3
Brixton;1
Malaguti;1
Другой;239
Экипировка;1319
Аренда мототехники;183
Ремонт и обслуживание;129
